country;;AT (total heat demand MW)
2017-10-14T15:00:00Z;2017-10-14T17:00:00;9636
2017-10-14T16:00:00Z;2017-10-14T18:00:00;9759
2017-10-14T17:00:00Z;2017-10-14T19:00:00;9796
2017-10-14T18:00:00Z;2017-10-14T20:00:00;9525
2017-10-14T19:00:00Z;2017-10-14T21:00:00;8573
2017-10-14T20:00:00Z;2017-10-14T22:00:00;6581
2017-10-14T21:00:00Z;2017-10-14T23:00:00;5173
2017-10-14T22:00:00Z;2017-10-15T00:00:00;4303
2017-10-14T23:00:00Z;2017-10-15T01:00:00;4560
2017-10-15T00:00:00Z;2017-10-15T02:00:00;4656
2017-10-15T01:00:00Z;2017-10-15T03:00:00;5171
2017-10-15T02:00:00Z;2017-10-15T04:00:00;6373
2017-10-15T03:00:00Z;2017-10-15T05:00:00;8777
2017-10-15T04:00:00Z;2017-10-15T06:00:00;10492
2017-10-15T05:00:00Z;2017-10-15T07:00:00;10197
2017-10-15T06:00:00Z;2017-10-15T08:00:00;9802
2017-10-15T07:00:00Z;2017-10-15T09:00:00;9148
2017-10-15T08:00:00Z;2017-10-15T10:00:00;8596
2017-10-15T09:00:00Z;2017-10-15T11:00:00;8182
2017-10-15T10:00:00Z;2017-10-15T12:00:00;7972
2017-10-15T11:00:00Z;2017-10-15T13:00:00;7874
2017-10-15T12:00:00Z;2017-10-15T14:00:00;7947
2017-10-15T13:00:00Z;2017-10-15T15:00:00;8116
2017-10-15T14:00:00Z;2017-10-15T16:00:00;8467
2017-10-15T15:00:00Z;2017-10-15T17:00:00;8837
2017-10-15T16:00:00Z;2017-10-15T18:00:00;8955
2017-10-15T17:00:00Z;2017-10-15T19:00:00;8997
2017-10-15T18:00:00Z;2017-10-15T20:00:00;8748
2017-10-15T19:00:00Z;2017-10-15T21:00:00;7869
2017-10-15T20:00:00Z;2017-10-15T22:00:00;6038
2017-10-15T21:00:00Z;2017-10-15T23:00:00;4734
2017-10-15T22:00:00Z;2017-10-16T00:00:00;4284
2017-10-15T23:00:00Z;2017-10-16T01:00:00;4530
2017-10-16T00:00:00Z;2017-10-16T02:00:00;4627
2017-10-16T01:00:00Z;2017-10-16T03:00:00;5093
2017-10-16T02:00:00Z;2017-10-16T04:00:00;6271
2017-10-16T03:00:00Z;2017-10-16T05:00:00;8699
2017-10-16T04:00:00Z;2017-10-16T06:00:00;10583
2017-10-16T05:00:00Z;2017-10-16T07:00:00;10291
2017-10-16T06:00:00Z;2017-10-16T08:00:00;9858
2017-10-16T07:00:00Z;2017-10-16T09:00:00;9220
2017-10-16T08:00:00Z;2017-10-16T10:00:00;8683
2017-10-16T09:00:00Z;2017-10-16T11:00:00;8259
2017-10-16T10:00:00Z;2017-10-16T12:00:00;8026
2017-10-16T11:00:00Z;2017-10-16T13:00:00;7891
2017-10-16T12:00:00Z;2017-10-16T14:00:00;7963
2017-10-16T13:00:00Z;2017-10-16T15:00:00;8119
2017-10-16T14:00:00Z;2017-10-16T16:00:00;8452
2017-10-16T15:00:00Z;2017-10-16T17:00:00;8796
2017-10-16T16:00:00Z;2017-10-16T18:00:00;8970
2017-10-16T17:00:00Z;2017-10-16T19:00:00;9017
2017-10-16T18:00:00Z;2017-10-16T20:00:00;8756
2017-10-16T19:00:00Z;2017-10-16T21:00:00;7903
2017-10-16T20:00:00Z;2017-10-16T22:00:00;6094
2017-10-16T21:00:00Z;2017-10-16T23:00:00;4758
2017-10-16T22:00:00Z;2017-10-17T00:00:00;4517
2017-10-16T23:00:00Z;2017-10-17T01:00:00;4705
2017-10-17T00:00:00Z;2017-10-17T02:00:00;4807
2017-10-17T01:00:00Z;2017-10-17T03:00:00;5322
2017-10-17T02:00:00Z;2017-10-17T04:00:00;6549
2017-10-17T03:00:00Z;2017-10-17T05:00:00;9138
2017-10-17T04:00:00Z;2017-10-17T06:00:00;10918
2017-10-17T05:00:00Z;2017-10-17T07:00:00;10468
2017-10-17T06:00:00Z;2017-10-17T08:00:00;9978
2017-10-17T07:00:00Z;2017-10-17T09:00:00;9373
2017-10-17T08:00:00Z;2017-10-17T10:00:00;8803
2017-10-17T09:00:00Z;2017-10-17T11:00:00;8500
2017-10-17T10:00:00Z;2017-10-17T12:00:00;8245
2017-10-17T11:00:00Z;2017-10-17T13:00:00;7958
2017-10-17T12:00:00Z;2017-10-17T14:00:00;7962
2017-10-17T13:00:00Z;2017-10-17T15:00:00;8190
2017-10-17T14:00:00Z;2017-10-17T16:00:00;8619
2017-10-17T15:00:00Z;2017-10-17T17:00:00;9063
2017-10-17T16:00:00Z;2017-10-17T18:00:00;9276
2017-10-17T17:00:00Z;2017-10-17T19:00:00;9252
2017-10-17T18:00:00Z;2017-10-17T20:00:00;9022
2017-10-17T19:00:00Z;2017-10-17T21:00:00;8166
2017-10-17T20:00:00Z;2017-10-17T22:00:00;6408
2017-10-17T21:00:00Z;2017-10-17T23:00:00;5001
2017-10-17T22:00:00Z;2017-10-18T00:00:00;4671
2017-10-17T23:00:00Z;2017-10-18T01:00:00;5056
2017-10-18T00:00:00Z;2017-10-18T02:00:00;4951
2017-10-18T01:00:00Z;2017-10-18T03:00:00;5536
2017-10-18T02:00:00Z;2017-10-18T04:00:00;6950
2017-10-18T03:00:00Z;2017-10-18T05:00:00;9731
2017-10-18T04:00:00Z;2017-10-18T06:00:00;10777
2017-10-18T05:00:00Z;2017-10-18T07:00:00;10201
2017-10-18T06:00:00Z;2017-10-18T08:00:00;9661
2017-10-18T07:00:00Z;2017-10-18T09:00:00;9154
2017-10-18T08:00:00Z;2017-10-18T10:00:00;8630
2017-10-18T09:00:00Z;2017-10-18T11:00:00;8341
2017-10-18T10:00:00Z;2017-10-18T12:00:00;8117
2017-10-18T11:00:00Z;2017-10-18T13:00:00;7985
2017-10-18T12:00:00Z;2017-10-18T14:00:00;8155
2017-10-18T13:00:00Z;2017-10-18T15:00:00;8310
2017-10-18T14:00:00Z;2017-10-18T16:00:00;8761
2017-10-18T15:00:00Z;2017-10-18T17:00:00;9245
2017-10-18T16:00:00Z;2017-10-18T18:00:00;9422
2017-10-18T17:00:00Z;2017-10-18T19:00:00;9460
2017-10-18T18:00:00Z;2017-10-18T20:00:00;9293
2017-10-18T19:00:00Z;2017-10-18T21:00:00;8392
2017-10-18T20:00:00Z;2017-10-18T22:00:00;6626
2017-10-18T21:00:00Z;2017-10-18T23:00:00;5196
2017-10-18T22:00:00Z;2017-10-19T00:00:00;4815
2017-10-18T23:00:00Z;2017-10-19T01:00:00;5098
2017-10-19T00:00:00Z;2017-10-19T02:00:00;5210
2017-10-19T01:00:00Z;2017-10-19T03:00:00;5764
2017-10-19T02:00:00Z;2017-10-19T04:00:00;7025
2017-10-19T03:00:00Z;2017-10-19T05:00:00;9621
2017-10-19T04:00:00Z;2017-10-19T06:00:00;11455
2017-10-19T05:00:00Z;2017-10-19T07:00:00;11108
2017-10-19T06:00:00Z;2017-10-19T08:00:00;10636
2017-10-19T07:00:00Z;2017-10-19T09:00:00;10028
2017-10-19T08:00:00Z;2017-10-19T10:00:00;9477
2017-10-19T09:00:00Z;2017-10-19T11:00:00;8995
2017-10-19T10:00:00Z;2017-10-19T12:00:00;8793
2017-10-19T11:00:00Z;2017-10-19T13:00:00;8660
2017-10-19T12:00:00Z;2017-10-19T14:00:00;8729
2017-10-19T13:00:00Z;2017-10-19T15:00:00;8912
2017-10-19T14:00:00Z;2017-10-19T16:00:00;9332
2017-10-19T15:00:00Z;2017-10-19T17:00:00;9721
2017-10-19T16:00:00Z;2017-10-19T18:00:00;9926
2017-10-19T17:00:00Z;2017-10-19T19:00:00;9936
2017-10-19T18:00:00Z;2017-10-19T20:00:00;9618
2017-10-19T19:00:00Z;2017-10-19T21:00:00;8672
2017-10-19T20:00:00Z;2017-10-19T22:00:00;6728
2017-10-19T21:00:00Z;2017-10-19T23:00:00;5302
2017-10-19T22:00:00Z;2017-10-20T00:00:00;4888
2017-10-19T23:00:00Z;2017-10-20T01:00:00;5154
2017-10-20T00:00:00Z;2017-10-20T02:00:00;5266
2017-10-20T01:00:00Z;2017-10-20T03:00:00;5804
2017-10-20T02:00:00Z;2017-10-20T04:00:00;7052
2017-10-20T03:00:00Z;2017-10-20T05:00:00;9664
2017-10-20T04:00:00Z;2017-10-20T06:00:00;11537
2017-10-20T05:00:00Z;2017-10-20T07:00:00;11201
2017-10-20T06:00:00Z;2017-10-20T08:00:00;10808
2017-10-20T07:00:00Z;2017-10-20T09:00:00;10142
2017-10-20T08:00:00Z;2017-10-20T10:00:00;9563
2017-10-20T09:00:00Z;2017-10-20T11:00:00;9116
2017-10-20T10:00:00Z;2017-10-20T12:00:00;8883
2017-10-20T11:00:00Z;2017-10-20T13:00:00;8772
2017-10-20T12:00:00Z;2017-10-20T14:00:00;8853
2017-10-20T13:00:00Z;2017-10-20T15:00:00;9031
2017-10-20T14:00:00Z;2017-10-20T16:00:00;9410
2017-10-20T15:00:00Z;2017-10-20T17:00:00;9784
2017-10-20T16:00:00Z;2017-10-20T18:00:00;9888
2017-10-20T17:00:00Z;2017-10-20T19:00:00;9908
2017-10-20T18:00:00Z;2017-10-20T20:00:00;9624
2017-10-20T19:00:00Z;2017-10-20T21:00:00;8666
2017-10-20T20:00:00Z;2017-10-20T22:00:00;6717
2017-10-20T21:00:00Z;2017-10-20T23:00:00;5327
2017-10-20T22:00:00Z;2017-10-21T00:00:00;4743
2017-10-20T23:00:00Z;2017-10-21T01:00:00;5002
2017-10-21T00:00:00Z;2017-10-21T02:00:00;5111
2017-10-21T01:00:00Z;2017-10-21T03:00:00;5641
2017-10-21T02:00:00Z;2017-10-21T04:00:00;6863
2017-10-21T03:00:00Z;2017-10-21T05:00:00;9411
2017-10-21T04:00:00Z;2017-10-21T06:00:00;11250
2017-10-21T05:00:00Z;2017-10-21T07:00:00;10918
2017-10-21T06:00:00Z;2017-10-21T08:00:00;10529
2017-10-21T07:00:00Z;2017-10-21T09:00:00;9868
2017-10-21T08:00:00Z;2017-10-21T10:00:00;9300
2017-10-21T09:00:00Z;2017-10-21T11:00:00;8863
2017-10-21T10:00:00Z;2017-10-21T12:00:00;8641
2017-10-21T11:00:00Z;2017-10-21T13:00:00;8529
2017-10-21T12:00:00Z;2017-10-21T14:00:00;8609
2017-10-21T13:00:00Z;2017-10-21T15:00:00;8786
2017-10-21T14:00:00Z;2017-10-21T16:00:00;9159
2017-10-21T15:00:00Z;2017-10-21T17:00:00;9528
2017-10-21T16:00:00Z;2017-10-21T18:00:00;9634
2017-10-21T17:00:00Z;2017-10-21T19:00:00;9658
2017-10-21T18:00:00Z;2017-10-21T20:00:00;9382
2017-10-21T19:00:00Z;2017-10-21T21:00:00;8450
2017-10-21T20:00:00Z;2017-10-21T22:00:00;6537
2017-10-21T21:00:00Z;2017-10-21T23:00:00;5176
2017-10-21T22:00:00Z;2017-10-22T00:00:00;4609
2017-10-21T23:00:00Z;2017-10-22T01:00:00;4868
2017-10-22T00:00:00Z;2017-10-22T02:00:00;4972
2017-10-22T01:00:00Z;2017-10-22T03:00:00;5494
2017-10-22T02:00:00Z;2017-10-22T04:00:00;6707
2017-10-22T03:00:00Z;2017-10-22T05:00:00;9205
2017-10-22T04:00:00Z;2017-10-22T06:00:00;10997
2017-10-22T05:00:00Z;2017-10-22T07:00:00;10679
2017-10-22T06:00:00Z;2017-10-22T08:00:00;10292
2017-10-22T07:00:00Z;2017-10-22T09:00:00;9639
2017-10-22T08:00:00Z;2017-10-22T10:00:00;9078
2017-10-22T09:00:00Z;2017-10-22T11:00:00;8649
2017-10-22T10:00:00Z;2017-10-22T12:00:00;8429
2017-10-22T11:00:00Z;2017-10-22T13:00:00;8323
2017-10-22T12:00:00Z;2017-10-22T14:00:00;8401
2017-10-22T13:00:00Z;2017-10-22T15:00:00;8574
2017-10-22T14:00:00Z;2017-10-22T16:00:00;8938
2017-10-22T15:00:00Z;2017-10-22T17:00:00;9305
2017-10-22T16:00:00Z;2017-10-22T18:00:00;9413
2017-10-22T17:00:00Z;2017-10-22T19:00:00;9440
2017-10-22T18:00:00Z;2017-10-22T20:00:00;9173
2017-10-22T19:00:00Z;2017-10-22T21:00:00;8257
2017-10-22T20:00:00Z;2017-10-22T22:00:00;6378
2017-10-22T21:00:00Z;2017-10-22T23:00:00;5039
2017-10-22T22:00:00Z;2017-10-23T00:00:00;4092
2017-10-22T23:00:00Z;2017-10-23T01:00:00;4335
2017-10-23T00:00:00Z;2017-10-23T02:00:00;4424
2017-10-23T01:00:00Z;2017-10-23T03:00:00;4884
2017-10-23T02:00:00Z;2017-10-23T04:00:00;6030
2017-10-23T03:00:00Z;2017-10-23T05:00:00;8331
2017-10-23T04:00:00Z;2017-10-23T06:00:00;10129
2017-10-23T05:00:00Z;2017-10-23T07:00:00;9846
2017-10-23T06:00:00Z;2017-10-23T08:00:00;9452
2017-10-23T07:00:00Z;2017-10-23T09:00:00;8820
2017-10-23T08:00:00Z;2017-10-23T10:00:00;8303
2017-10-23T09:00:00Z;2017-10-23T11:00:00;7903
2017-10-23T10:00:00Z;2017-10-23T12:00:00;7684
2017-10-23T11:00:00Z;2017-10-23T13:00:00;7560
2017-10-23T12:00:00Z;2017-10-23T14:00:00;7644
2017-10-23T13:00:00Z;2017-10-23T15:00:00;7799
2017-10-23T14:00:00Z;2017-10-23T16:00:00;8123
2017-10-23T15:00:00Z;2017-10-23T17:00:00;8464
2017-10-23T16:00:00Z;2017-10-23T18:00:00;8630
2017-10-23T17:00:00Z;2017-10-23T19:00:00;8662
2017-10-23T18:00:00Z;2017-10-23T20:00:00;8411
2017-10-23T19:00:00Z;2017-10-23T21:00:00;7577
2017-10-23T20:00:00Z;2017-10-23T22:00:00;5829
2017-10-23T21:00:00Z;2017-10-23T23:00:00;4560
2017-10-23T22:00:00Z;2017-10-24T00:00:00;4105
2017-10-23T23:00:00Z;2017-10-24T01:00:00;4304
2017-10-24T00:00:00Z;2017-10-24T02:00:00;4384
2017-10-24T01:00:00Z;2017-10-24T03:00:00;4898
2017-10-24T02:00:00Z;2017-10-24T04:00:00;6114
2017-10-24T03:00:00Z;2017-10-24T05:00:00;8554
2017-10-24T04:00:00Z;2017-10-24T06:00:00;10224
2017-10-24T05:00:00Z;2017-10-24T07:00:00;9817
2017-10-24T06:00:00Z;2017-10-24T08:00:00;9324
2017-10-24T07:00:00Z;2017-10-24T09:00:00;8714
2017-10-24T08:00:00Z;2017-10-24T10:00:00;8149
2017-10-24T09:00:00Z;2017-10-24T11:00:00;7861
2017-10-24T10:00:00Z;2017-10-24T12:00:00;7631
2017-10-24T11:00:00Z;2017-10-24T13:00:00;7335
2017-10-24T12:00:00Z;2017-10-24T14:00:00;7335
2017-10-24T13:00:00Z;2017-10-24T15:00:00;7569
2017-10-24T14:00:00Z;2017-10-24T16:00:00;7976
2017-10-24T15:00:00Z;2017-10-24T17:00:00;8419
2017-10-24T16:00:00Z;2017-10-24T18:00:00;8650
2017-10-24T17:00:00Z;2017-10-24T19:00:00;8642
2017-10-24T18:00:00Z;2017-10-24T20:00:00;8443
2017-10-24T19:00:00Z;2017-10-24T21:00:00;7621
2017-10-24T20:00:00Z;2017-10-24T22:00:00;5953
2017-10-24T21:00:00Z;2017-10-24T23:00:00;4593
2017-10-24T22:00:00Z;2017-10-25T00:00:00;3915
2017-10-24T23:00:00Z;2017-10-25T01:00:00;4294
2017-10-25T00:00:00Z;2017-10-25T02:00:00;4170
2017-10-25T02:00:00Z;2017-10-25T03:00:00;4700
2017-10-25T03:00:00Z;2017-10-25T04:00:00;5987
2017-10-25T04:00:00Z;2017-10-25T05:00:00;8456
2017-10-25T05:00:00Z;2017-10-25T06:00:00;9364
2017-10-25T06:00:00Z;2017-10-25T07:00:00;8861
2017-10-25T07:00:00Z;2017-10-25T08:00:00;8328
2017-10-25T08:00:00Z;2017-10-25T09:00:00;7857
2017-10-25T09:00:00Z;2017-10-25T10:00:00;7373
2017-10-25T10:00:00Z;2017-10-25T11:00:00;7114
2017-10-25T11:00:00Z;2017-10-25T12:00:00;6923
2017-10-25T12:00:00Z;2017-10-25T13:00:00;6797
2017-10-25T13:00:00Z;2017-10-25T14:00:00;6948
2017-10-25T14:00:00Z;2017-10-25T15:00:00;7077
2017-10-25T15:00:00Z;2017-10-25T16:00:00;7500
2017-10-25T16:00:00Z;2017-10-25T17:00:00;7939
2017-10-25T17:00:00Z;2017-10-25T18:00:00;8116
2017-10-25T18:00:00Z;2017-10-25T19:00:00;8180
2017-10-25T19:00:00Z;2017-10-25T20:00:00;8056
2017-10-25T20:00:00Z;2017-10-25T21:00:00;7253
2017-10-25T21:00:00Z;2017-10-25T22:00:00;5708
2017-10-25T22:00:00Z;2017-10-25T23:00:00;4398
2017-10-25T23:00:00Z;2017-10-26T00:00:00;3693
2017-10-26T00:00:00Z;2017-10-26T01:00:00;3943
2017-10-26T01:00:00Z;2017-10-26T02:00:00;4023
2017-10-26T02:00:00Z;2017-10-26T03:00:00;4497
2017-10-26T03:00:00Z;2017-10-26T04:00:00;5590
2017-10-26T04:00:00Z;2017-10-26T05:00:00;7678
2017-10-26T05:00:00Z;2017-10-26T06:00:00;9164
2017-10-26T06:00:00Z;2017-10-26T07:00:00;8898
2017-10-26T07:00:00Z;2017-10-26T08:00:00;8477
2017-10-26T08:00:00Z;2017-10-26T09:00:00;7930
2017-10-26T09:00:00Z;2017-10-26T10:00:00;7458
2017-10-26T10:00:00Z;2017-10-26T11:00:00;7057
2017-10-26T11:00:00Z;2017-10-26T12:00:00;6912
2017-10-26T12:00:00Z;2017-10-26T13:00:00;6789
2017-10-26T13:00:00Z;2017-10-26T14:00:00;6847
2017-10-26T14:00:00Z;2017-10-26T15:00:00;7007
2017-10-26T15:00:00Z;2017-10-26T16:00:00;7367
2017-10-26T16:00:00Z;2017-10-26T17:00:00;7700
2017-10-26T17:00:00Z;2017-10-26T18:00:00;7905
2017-10-26T18:00:00Z;2017-10-26T19:00:00;7941
2017-10-26T19:00:00Z;2017-10-26T20:00:00;7706
2017-10-26T20:00:00Z;2017-10-26T21:00:00;6928
2017-10-26T21:00:00Z;2017-10-26T22:00:00;5316
2017-10-26T22:00:00Z;2017-10-26T23:00:00;4126
2017-10-26T23:00:00Z;2017-10-27T00:00:00;3604
2017-10-27T00:00:00Z;2017-10-27T01:00:00;3824
2017-10-27T01:00:00Z;2017-10-27T02:00:00;3919
2017-10-27T02:00:00Z;2017-10-27T03:00:00;4382
2017-10-27T03:00:00Z;2017-10-27T04:00:00;5526
2017-10-27T04:00:00Z;2017-10-27T05:00:00;7779
2017-10-27T05:00:00Z;2017-10-27T06:00:00;9381
2017-10-27T06:00:00Z;2017-10-27T07:00:00;9134
2017-10-27T07:00:00Z;2017-10-27T08:00:00;8657
2017-10-27T08:00:00Z;2017-10-27T09:00:00;8038
2017-10-27T09:00:00Z;2017-10-27T10:00:00;7503
2017-10-27T10:00:00Z;2017-10-27T11:00:00;7099
2017-10-27T11:00:00Z;2017-10-27T12:00:00;6888
2017-10-27T12:00:00Z;2017-10-27T13:00:00;6775
2017-10-27T13:00:00Z;2017-10-27T14:00:00;6797
2017-10-27T14:00:00Z;2017-10-27T15:00:00;6937
2017-10-27T15:00:00Z;2017-10-27T16:00:00;7236
2017-10-27T16:00:00Z;2017-10-27T17:00:00;7578
2017-10-27T17:00:00Z;2017-10-27T18:00:00;7746
2017-10-27T18:00:00Z;2017-10-27T19:00:00;7876
2017-10-27T19:00:00Z;2017-10-27T20:00:00;7678
2017-10-27T20:00:00Z;2017-10-27T21:00:00;6938
2017-10-27T21:00:00Z;2017-10-27T22:00:00;5284
2017-10-27T22:00:00Z;2017-10-27T23:00:00;4016
2017-10-27T23:00:00Z;2017-10-28T00:00:00;3726
2017-10-28T00:00:00Z;2017-10-28T01:00:00;3960
2017-10-28T01:00:00Z;2017-10-28T02:00:00;4041
2017-10-28T02:00:00Z;2017-10-28T03:00:00;4515
2017-10-28T03:00:00Z;2017-10-28T04:00:00;5620
2017-10-28T04:00:00Z;2017-10-28T05:00:00;7753
2017-10-28T05:00:00Z;2017-10-28T06:00:00;9286
2017-10-28T06:00:00Z;2017-10-28T07:00:00;9025
2017-10-28T07:00:00Z;2017-10-28T08:00:00;8663
2017-10-28T08:00:00Z;2017-10-28T09:00:00;8047
2017-10-28T09:00:00Z;2017-10-28T10:00:00;7541
2017-10-28T10:00:00Z;2017-10-28T11:00:00;7170
2017-10-28T11:00:00Z;2017-10-28T12:00:00;6992
2017-10-28T12:00:00Z;2017-10-28T13:00:00;6899
2017-10-28T13:00:00Z;2017-10-28T14:00:00;6969
2017-10-28T14:00:00Z;2017-10-28T15:00:00;7124
2017-10-28T15:00:00Z;2017-10-28T16:00:00;7440
2017-10-28T16:00:00Z;2017-10-28T17:00:00;7789
2017-10-28T17:00:00Z;2017-10-28T18:00:00;7907
2017-10-28T18:00:00Z;2017-10-28T19:00:00;7960
2017-10-28T19:00:00Z;2017-10-28T20:00:00;7742
2017-10-28T20:00:00Z;2017-10-28T21:00:00;6960
2017-10-28T21:00:00Z;2017-10-28T22:00:00;5303
2017-10-28T22:00:00Z;2017-10-28T23:00:00;4129
2017-10-28T23:00:00Z;2017-10-29T00:00:00;3742
2017-10-29T00:00:00Z;2017-10-29T01:00:00;3977
2017-10-29T01:00:00Z;2017-10-29T02:00:00;4058
2017-10-29T02:00:00Z;2017-10-29T03:00:00;4536
2017-10-29T03:00:00Z;2017-10-29T04:00:00;5655
2017-10-29T04:00:00Z;2017-10-29T05:00:00;7800
2017-10-29T05:00:00Z;2017-10-29T06:00:00;9340
2017-10-29T06:00:00Z;2017-10-29T07:00:00;9079
2017-10-29T07:00:00Z;2017-10-29T08:00:00;8714
2017-10-29T08:00:00Z;2017-10-29T09:00:00;8090
2017-10-29T09:00:00Z;2017-10-29T10:00:00;7580
2017-10-29T10:00:00Z;2017-10-29T11:00:00;7207
2017-10-29T11:00:00Z;2017-10-29T12:00:00;7024
2017-10-29T12:00:00Z;2017-10-29T13:00:00;6934
2017-10-29T13:00:00Z;2017-10-29T14:00:00;7001
2017-10-29T14:00:00Z;2017-10-29T15:00:00;7156
2017-10-29T15:00:00Z;2017-10-29T16:00:00;7474
2017-10-29T16:00:00Z;2017-10-29T17:00:00;7826
2017-10-29T17:00:00Z;2017-10-29T18:00:00;7947
2017-10-29T18:00:00Z;2017-10-29T19:00:00;8002
2017-10-29T19:00:00Z;2017-10-29T20:00:00;7785
2017-10-29T20:00:00Z;2017-10-29T21:00:00;6995
2017-10-29T21:00:00Z;2017-10-29T22:00:00;5333
2017-10-29T22:00:00Z;2017-10-29T23:00:00;4148
2017-10-29T23:00:00Z;2017-10-30T00:00:00;3638
2017-10-30T00:00:00Z;2017-10-30T01:00:00;3872
2017-10-30T01:00:00Z;2017-10-30T02:00:00;3945
2017-10-30T02:00:00Z;2017-10-30T03:00:00;4385
2017-10-30T03:00:00Z;2017-10-30T04:00:00;5477
2017-10-30T04:00:00Z;2017-10-30T05:00:00;7579
2017-10-30T05:00:00Z;2017-10-30T06:00:00;9232
2017-10-30T06:00:00Z;2017-10-30T07:00:00;8978
2017-10-30T07:00:00Z;2017-10-30T08:00:00;8605
2017-10-30T08:00:00Z;2017-10-30T09:00:00;7988
2017-10-30T09:00:00Z;2017-10-30T10:00:00;7499
2017-10-30T10:00:00Z;2017-10-30T11:00:00;7131
2017-10-30T11:00:00Z;2017-10-30T12:00:00;6934
2017-10-30T12:00:00Z;2017-10-30T13:00:00;6822
2017-10-30T13:00:00Z;2017-10-30T14:00:00;6903
2017-10-30T14:00:00Z;2017-10-30T15:00:00;7052
2017-10-30T15:00:00Z;2017-10-30T16:00:00;7350
2017-10-30T16:00:00Z;2017-10-30T17:00:00;7684
2017-10-30T17:00:00Z;2017-10-30T18:00:00;7852
2017-10-30T18:00:00Z;2017-10-30T19:00:00;7893
2017-10-30T19:00:00Z;2017-10-30T20:00:00;7669
2017-10-30T20:00:00Z;2017-10-30T21:00:00;6900
2017-10-30T21:00:00Z;2017-10-30T22:00:00;5270
2017-10-30T22:00:00Z;2017-10-30T23:00:00;4093
2017-10-30T23:00:00Z;2017-10-31T00:00:00;3720
2017-10-31T00:00:00Z;2017-10-31T01:00:00;3913
2017-10-31T01:00:00Z;2017-10-31T02:00:00;3982
2017-10-31T02:00:00Z;2017-10-31T03:00:00;4471
2017-10-31T03:00:00Z;2017-10-31T04:00:00;5625
2017-10-31T04:00:00Z;2017-10-31T05:00:00;7894
2017-10-31T05:00:00Z;2017-10-31T06:00:00;9437
2017-10-31T06:00:00Z;2017-10-31T07:00:00;9065
2017-10-31T07:00:00Z;2017-10-31T08:00:00;8595
2017-10-31T08:00:00Z;2017-10-31T09:00:00;8011
2017-10-31T09:00:00Z;2017-10-31T10:00:00;7471
2017-10-31T10:00:00Z;2017-10-31T11:00:00;7207
2017-10-31T11:00:00Z;2017-10-31T12:00:00;6997
2017-10-31T12:00:00Z;2017-10-31T13:00:00;6712
2017-10-31T13:00:00Z;2017-10-31T14:00:00;6706
2017-10-31T14:00:00Z;2017-10-31T15:00:00;6934
2017-10-31T15:00:00Z;2017-10-31T16:00:00;7315
2017-10-31T16:00:00Z;2017-10-31T17:00:00;7739
2017-10-31T17:00:00Z;2017-10-31T18:00:00;7968
2017-10-31T18:00:00Z;2017-10-31T19:00:00;7968
2017-10-31T19:00:00Z;2017-10-31T20:00:00;7793
2017-10-31T20:00:00Z;2017-10-31T21:00:00;7024
2017-10-31T21:00:00Z;2017-10-31T22:00:00;5470
2017-10-31T22:00:00Z;2017-10-31T23:00:00;4191
2017-10-31T23:00:00Z;2017-11-01T00:00:00;4136
2017-11-01T00:00:00Z;2017-11-01T01:00:00;4526
2017-11-01T01:00:00Z;2017-11-01T02:00:00;4402
2017-11-01T02:00:00Z;2017-11-01T03:00:00;4953
2017-11-01T03:00:00Z;2017-11-01T04:00:00;6287
2017-11-01T04:00:00Z;2017-11-01T05:00:00;8857
2017-11-01T05:00:00Z;2017-11-01T06:00:00;9805
2017-11-01T06:00:00Z;2017-11-01T07:00:00;9277
2017-11-01T07:00:00Z;2017-11-01T08:00:00;8736
2017-11-01T08:00:00Z;2017-11-01T09:00:00;8250
2017-11-01T09:00:00Z;2017-11-01T10:00:00;7749
2017-11-01T10:00:00Z;2017-11-01T11:00:00;7480
2017-11-01T11:00:00Z;2017-11-01T12:00:00;7281
2017-11-01T12:00:00Z;2017-11-01T13:00:00;7152
2017-11-01T13:00:00Z;2017-11-01T14:00:00;7312
2017-11-01T14:00:00Z;2017-11-01T15:00:00;7448
2017-11-01T15:00:00Z;2017-11-01T16:00:00;7885
2017-11-01T16:00:00Z;2017-11-01T17:00:00;8343
2017-11-01T17:00:00Z;2017-11-01T18:00:00;8521
2017-11-01T18:00:00Z;2017-11-01T19:00:00;8579
2017-11-01T19:00:00Z;2017-11-01T20:00:00;8444
2017-11-01T20:00:00Z;2017-11-01T21:00:00;7606
2017-11-01T21:00:00Z;2017-11-01T22:00:00;5990
2017-11-01T22:00:00Z;2017-11-01T23:00:00;4636
2017-11-01T23:00:00Z;2017-11-02T00:00:00;4744
2017-11-02T00:00:00Z;2017-11-02T01:00:00;5026
2017-11-02T01:00:00Z;2017-11-02T02:00:00;5137
2017-11-02T02:00:00Z;2017-11-02T03:00:00;5691
2017-11-02T03:00:00Z;2017-11-02T04:00:00;6951
2017-11-02T04:00:00Z;2017-11-02T05:00:00;9541
2017-11-02T05:00:00Z;2017-11-02T06:00:00;11362
2017-11-02T06:00:00Z;2017-11-02T07:00:00;11019
2017-11-02T07:00:00Z;2017-11-02T08:00:00;10539
2017-11-02T08:00:00Z;2017-11-02T09:00:00;9929
2017-11-02T09:00:00Z;2017-11-02T10:00:00;9381
2017-11-02T10:00:00Z;2017-11-02T11:00:00;8904
